[1, 86, 72, 24, 10, 81, 74, 27, 43, 84, 2, 79, 71, 59, 41, 91, 60, 12, 69, 46, 90, 75, 40, 4, 3, 92, 89, 30, 15, 34, 32, 66, 47, 19, 61, 62, 83, 17, 68, 76, 39, 77, 9, 48, 42, 45, 33, 53, 44, 64, 52, 55, 49, 88, 20, 58, 21, 29, 80, 14, 35, 36, 78, 50, 31, 65, 63, 82, 67, 8, 5, 94, 93, 57, 22, 7, 51, 28, 85, 37, 6, 56, 38, 26, 18, 95, 13, 54, 70, 23, 16, 87, 73, 25, 11, 96]
[1, 53, 66, 93, 56, 6, 37, 79, 88, 58, 48, 27, 68, 21, 10, 16, 74, 8, 77, 67, 17, 22, 14, 73, 32, 15, 85, 46, 5, 45, 3, 72, 64, 42, 35, 36, 40, 7, 26, 59, 84, 28, 54, 2, 78, 63, 50, 86, 11, 47, 34, 19, 95, 43, 69, 13, 38, 71, 90, 57, 61, 62, 55, 33, 25, 94, 52, 92, 51, 12, 82, 65, 24, 83, 75, 80, 30, 20, 89, 23, 81, 87, 76, 29, 70, 49, 39, 9, 18, 60, 91, 41, 4, 31, 44, 96]
[1, 72, 11, 43, 80, 16, 82, 89, 24, 37, 3, 85, 14, 84, 7, 6, 5, 79, 67, 45, 29, 22, 41, 9, 95, 38, 70, 34, 76, 19, 49, 44, 33, 69, 61, 62, 87, 71, 57, 39, 74, 51, 4, 32, 77, 42, 47, 66, 31, 50, 55, 20, 65, 93, 46, 23, 58, 40, 26, 10, 35, 36, 28, 64, 53, 48, 78, 21, 63, 27, 59, 2, 88, 56, 75, 68, 52, 30, 18, 92, 91, 90, 13, 83, 12, 94, 60, 73, 8, 15, 81, 17, 54, 86, 25, 96]
[1, 94, 2, 9, 60, 91, 41, 70, 4, 14, 72, 18, 38, 71, 23, 81, 87, 85, 34, 55, 82, 75, 58, 43, 11, 80, 8, 78, 90, 28, 44, 48, 47, 30, 35, 36, 84, 92, 76, 29, 40, 45, 24, 66, 46, 20, 33, 65, 32, 64, 77, 51, 31, 73, 52, 57, 68, 21, 5, 13, 61, 62, 67, 50, 49, 53, 69, 7, 19, 89, 17, 86, 54, 39, 22, 15, 42, 63, 12, 10, 16, 74, 26, 59, 79, 25, 83, 93, 27, 56, 6, 37, 88, 95, 3, 96]
[1, 49, 65, 73, 58, 81, 83, 85, 54, 29, 53, 89, 82, 90, 84, 91, 57, 27, 51, 63, 60, 75, 59, 93, 66, 41, 18, 45, 10, 42, 72, 94, 50, 77, 61, 62, 76, 74, 92, 80, 26, 30, 88, 86, 28, 78, 64, 95, 2, 33, 19, 69, 11, 9, 67, 71, 17, 5, 23, 21, 35, 36, 20, 47, 3, 25, 55, 87, 52, 79, 56, 31, 4, 38, 22, 37, 34, 46, 70, 40, 6, 13, 7, 15, 8, 44, 68, 43, 12, 14, 16, 39, 24, 32, 48, 96]
[1, 2, 3, 4, 92, 6, 90, 8, 9, 87, 11, 12, 84, 83, 82, 16, 80, 18, 78, 77, 76, 22, 74, 24, 25, 71, 27, 69, 68, 67, 31, 32, 33, 63, 35, 36, 60, 59, 58, 57, 56, 55, 43, 44, 52, 51, 47, 48, 49, 50, 46, 45, 53, 54, 42, 41, 40, 39, 38, 37, 61, 62, 34, 64, 65, 66, 30, 29, 28, 70, 26, 72, 73, 23, 75, 21, 20, 19, 79, 17, 81, 15, 14, 13, 85, 86, 10, 88, 89, 7, 91, 5, 93, 94, 95, 96]
[1, 32, 49, 54, 76, 16, 71, 79, 73, 7, 31, 27, 23, 41, 38, 6, 29, 8, 20, 30, 84, 22, 92, 88, 53, 57, 85, 51, 83, 52, 86, 95, 64, 55, 61, 62, 82, 58, 60, 87, 17, 69, 93, 25, 19, 34, 50, 3, 94, 47, 63, 78, 72, 4, 28, 80, 10, 37, 39, 15, 35, 36, 42, 33, 2, 11, 45, 14, 46, 12, 40, 44, 9, 5, 75, 13, 67, 77, 89, 68, 91, 59, 56, 74, 70, 66, 90, 24, 18, 26, 81, 21, 43, 48, 65, 96]
[1, 31, 53, 88, 57, 91, 84, 12, 93, 21, 65, 8, 7, 82, 14, 81, 39, 70, 42, 69, 87, 75, 71, 54, 48, 23, 79, 20, 60, 46, 2, 86, 50, 45, 35, 36, 29, 41, 80, 5, 59, 78, 73, 94, 63, 67, 64, 25, 72, 33, 30, 34, 3, 24, 19, 38, 92, 17, 56, 68, 61, 62, 52, 47, 11, 95, 51, 37, 77, 18, 74, 49, 43, 26, 22, 10, 28, 55, 27, 58, 16, 83, 15, 90, 89, 32, 76, 4, 85, 13, 6, 40, 9, 44, 66, 96]
[1, 11, 25, 24, 26, 81, 21, 70, 43, 92, 95, 18, 10, 37, 68, 91, 59, 85, 63, 42, 40, 75, 7, 4, 94, 13, 8, 19, 39, 69, 65, 31, 47, 67, 61, 62, 17, 14, 56, 74, 82, 52, 9, 49, 51, 77, 33, 44, 53, 64, 20, 46, 48, 88, 45, 15, 23, 41, 83, 80, 35, 36, 30, 50, 66, 32, 28, 58, 78, 89, 84, 3, 93, 90, 22, 57, 55, 34, 12, 38, 6, 29, 60, 87, 79, 2, 5, 54, 27, 76, 16, 71, 73, 72, 86, 96]
[1, 44, 31, 93, 68, 6, 59, 18, 88, 82, 49, 70, 41, 74, 71, 16, 76, 89, 45, 19, 83, 22, 17, 73, 65, 58, 12, 55, 13, 20, 94, 25, 64, 46, 35, 36, 90, 40, 10, 60, 5, 63, 54, 95, 67, 69, 50, 11, 86, 47, 28, 30, 2, 43, 34, 92, 37, 87, 57, 7, 61, 62, 51, 33, 72, 3, 77, 84, 42, 85, 39, 32, 24, 80, 75, 14, 78, 52, 8, 21, 81, 26, 23, 56, 27, 48, 15, 9, 79, 38, 91, 29, 4, 66, 53, 96]
[1, 25, 86, 43, 14, 16, 39, 8, 24, 59, 94, 12, 17, 5, 40, 6, 13, 18, 19, 20, 56, 22, 29, 9, 2, 37, 27, 28, 23, 30, 48, 53, 33, 34, 61, 62, 26, 87, 7, 15, 76, 42, 4, 65, 45, 46, 47, 31, 66, 50, 51, 52, 32, 93, 55, 21, 82, 90, 10, 71, 35, 36, 63, 64, 44, 49, 67, 74, 69, 70, 60, 95, 88, 68, 75, 41, 77, 78, 79, 84, 91, 57, 92, 80, 85, 3, 38, 73, 89, 58, 81, 83, 54, 11, 72, 96]
[1, 3, 95, 9, 59, 91, 68, 27, 4, 80, 25, 79, 60, 10, 76, 81, 71, 12, 69, 46, 58, 75, 15, 43, 86, 83, 89, 30, 40, 34, 53, 49, 47, 19, 35, 36, 92, 13, 74, 41, 7, 77, 24, 31, 42, 45, 33, 32, 65, 64, 52, 55, 66, 73, 20, 90, 56, 23, 84, 5, 61, 62, 78, 50, 48, 44, 63, 57, 67, 8, 14, 11, 54, 82, 22, 39, 51, 28, 85, 26, 16, 21, 87, 37, 18, 72, 17, 93, 70, 29, 6, 38, 88, 2, 94, 96]
[1, 48, 32, 73, 15, 81, 17, 12, 54, 41, 44, 8, 58, 40, 92, 91, 90, 70, 55, 28, 59, 75, 37, 93, 31, 68, 79, 77, 26, 51, 25, 3, 50, 52, 61, 62, 74, 21, 13, 83, 87, 19, 88, 11, 34, 30, 64, 2, 95, 33, 67, 63, 86, 9, 78, 10, 14, 84, 76, 23, 35, 36, 45, 47, 94, 72, 46, 71, 20, 18, 29, 66, 4, 60, 22, 38, 69, 42, 27, 7, 6, 5, 57, 39, 89, 53, 56, 43, 85, 80, 16, 82, 24, 65, 49, 96]
[1, 95, 94, 4, 84, 6, 57, 89, 9, 26, 86, 85, 5, 80, 39, 16, 14, 79, 67, 45, 23, 22, 76, 24, 72, 87, 70, 34, 41, 19, 66, 65, 33, 69, 35, 36, 38, 60, 82, 7, 68, 51, 43, 53, 77, 42, 47, 49, 48, 50, 55, 20, 44, 54, 46, 29, 90, 15, 37, 59, 61, 62, 28, 64, 32, 31, 78, 56, 63, 27, 10, 25, 73, 21, 75, 74, 52, 30, 18, 83, 81, 58, 17, 92, 12, 11, 71, 88, 8, 40, 91, 13, 93, 3, 2, 96]
[1, 65, 48, 54, 23, 16, 87, 18, 73, 40, 66, 70, 21, 29, 37, 6, 56, 89, 52, 78, 5, 22, 84, 88, 44, 7, 12, 42, 80, 77, 11, 2, 64, 51, 61, 62, 39, 82, 38, 26, 83, 34, 93, 72, 30, 28, 50, 94, 3, 47, 69, 67, 25, 4, 63, 14, 71, 59, 15, 58, 35, 36, 46, 33, 95, 86, 20, 17, 55, 85, 90, 53, 9, 13, 75, 92, 19, 45, 8, 41, 91, 60, 68, 76, 27, 31, 57, 24, 79, 10, 81, 74, 43, 49, 32, 96]
[1, 66, 44, 88, 90, 91, 92, 85, 93, 23, 32, 89, 57, 58, 80, 81, 82, 27, 51, 63, 71, 75, 10, 54, 49, 76, 18, 45, 59, 42, 95, 11, 50, 77, 35, 36, 41, 68, 83, 84, 37, 30, 73, 3, 28, 78, 64, 72, 25, 33, 19, 69, 94, 24, 67, 60, 13, 14, 29, 56, 61, 62, 20, 47, 86, 2, 55, 38, 52, 79, 21, 48, 43, 87, 22, 26, 34, 46, 70, 15, 16, 17, 39, 40, 8, 65, 74, 4, 12, 5, 6, 7, 9, 53, 31, 96]
[1, 86, 72, 24, 87, 81, 23, 27, 43, 13, 2, 79, 26, 38, 56, 91, 37, 12, 28, 51, 7, 75, 57, 4, 3, 5, 89, 67, 82, 63, 32, 66, 47, 78, 61, 62, 14, 80, 29, 21, 58, 20, 9, 48, 55, 52, 33, 53, 44, 64, 45, 42, 49, 88, 77, 39, 76, 68, 17, 83, 35, 36, 19, 50, 31, 65, 34, 15, 30, 8, 92, 94, 93, 40, 22, 90, 46, 69, 85, 60, 6, 41, 59, 71, 18, 95, 84, 54, 70, 74, 16, 10, 73, 25, 11, 96]
[1, 53, 66, 93, 41, 6, 60, 79, 88, 39, 48, 27, 29, 76, 87, 16, 23, 8, 20, 30, 80, 22, 83, 73, 32, 82, 85, 51, 92, 52, 3, 72, 64, 55, 35, 36, 57, 90, 71, 38, 13, 69, 54, 2, 19, 34, 50, 86, 11, 47, 63, 78, 95, 43, 28, 84, 59, 26, 7, 40, 61, 62, 42, 33, 25, 94, 45, 5, 46, 12, 15, 65, 24, 14, 75, 17, 67, 77, 89, 74, 81, 10, 21, 68, 70, 49, 58, 9, 18, 37, 91, 56, 4, 31, 44, 96]
[1, 72, 11, 43, 17, 16, 15, 89, 24, 60, 3, 85, 83, 13, 90, 6, 92, 79, 30, 52, 68, 22, 56, 9, 95, 59, 70, 63, 21, 78, 49, 44, 33, 28, 61, 62, 10, 26, 40, 58, 23, 46, 4, 32, 20, 55, 47, 66, 31, 50, 42, 77, 65, 93, 51, 74, 39, 57, 71, 87, 35, 36, 69, 64, 53, 48, 19, 76, 34, 27, 38, 2, 88, 41, 75, 29, 45, 67, 18, 5, 91, 7, 84, 14, 12, 94, 37, 73, 8, 82, 81, 80, 54, 86, 25, 96]
[1, 94, 2, 9, 37, 91, 56, 70, 4, 83, 72, 18, 59, 26, 74, 81, 10, 85, 63, 42, 15, 75, 39, 43, 11, 17, 8, 19, 7, 69, 44, 48, 47, 67, 35, 36, 13, 5, 21, 68, 57, 52, 24, 66, 51, 77, 33, 65, 32, 64, 20, 46, 31, 73, 45, 40, 29, 76, 92, 84, 61, 62, 30, 50, 49, 53, 28, 90, 78, 89, 80, 86, 54, 58, 22, 82, 55, 34, 12, 87, 16, 23, 71, 38, 79, 25, 14, 93, 27, 41, 6, 60, 88, 95, 3, 96]
[1, 49, 65, 73, 39, 81, 14, 85, 54, 68, 53, 89, 15, 7, 13, 91, 40, 27, 46, 34, 37, 75, 38, 93, 66, 56, 18, 52, 87, 55, 72, 94, 50, 20, 61, 62, 21, 23, 5, 17, 71, 67, 88, 86, 69, 19, 64, 95, 2, 33, 78, 28, 11, 9, 30, 26, 80, 92, 74, 76, 35, 36, 77, 47, 3, 25, 42, 10, 45, 79, 41, 31, 4, 59, 22, 60, 63, 51, 70, 57, 6, 84, 90, 82, 8, 44, 29, 43, 12, 83, 16, 58, 24, 32, 48, 96]
